V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,id,intro,text1,Q1,Q3,text2,Q4,Q5,text3,Q9,Q10,Q11,Q12,Q13,Q14,text4,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,text5,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,LO1,LO2,LO3,LO4,LO5,L06,LO7,LO8,LO9,LO10,LO11,LR1,LR2,LR3,LR4,LR5,LR6,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10,SB11,SB12,SB13,SB14,SB15,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SOI1,SOI2,SOI3,SOI4,SOI5,SOI6,SOI7,SOI8,SOI9,ATOT1,ATOT2,ATOT3,ATOT4,ATOT5,ATOT6,ATOT7,ATOT8,ATOT9,ATOT10,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Map,US#1_1,US#1_2,US#1_3,US#1_4,US#1_5,US#1_6,US#1_7,US#1_8,US#1_9,US#1_10,US#1_11,US#1_12,US#1_13,US#1_14,US#1_15,US#1_16,US#1_17,US#1_18,US#1_19,US#1_20,US#1_21,US#1_22,US#1_23,US#1_24,US#1_25,US#1_26,US#1_27,US#1_28,US#1_29,US#1_30,US#1_31,US#1_32,US#1_33,US#1_34,US#1_35,US#1_36,US#1_37,US#1_38,US#1_39,US#1_40,US#1_41,US#1_42,US#1_43,US#1_44,US#1_45,US#1_46,US#1_47,US#1_48,US#1_49,US#1_50,Fav,FavPpl,FavActivity,Utah#1_1,Utah#1_2,Utah#1_3,Utah#1_4,Utah#1_5,Utah#1_6,Utah#1_7,Utah#1_8,Utah#1_9,Utah#1_10,Utah#1_11,Utah#1_12,Utah#1_13,Utah#1_14,Utah#1_15,Utah#1_16,Utah#1_17,Utah#1_18,Utah#1_19,Utah#1_20,Utah#1_21,Utah#1_22,Utah#1_23,Utah#1_24,Utah#1_25,Utah#1_26,Utah#1_27,Utah#1_28,Utah#1_29,Utah#1_30,Utah#1_31,Utah#1_32,Utah#1_33,Utah#1_34,Utah#1_35,Utah#1_36,Utah#1_37,Utah#1_38,Utah#1_39,Utah#1_40,Utah#1_41,LocationLatitude,LocationLongitude,LocationAccuracy
R_3JygRLVqWMmw19c,Default Response Set,Anonymous,,,128.110.237.255,0,11/9/2017 14:54,11/9/2017 15:14,1,Utah_207,1,1,3,3,1,3,2,1,3,3,1,3,1,3,1,5,3,5,2,4,4,1,2,2,2,3,4,3,5,3,4,5,4,3,4,2,1,1,1,4,5,2,2,2,2,4,3,3,1,4,4,4,3,3,3,5,2,4,4,5,5,3,5,3,3,2,4,5,4,5,5,3,4,3,3,5,5,5,4,6,2,3,1,6,1,7,6,5,1,6,2,1,1,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,4,5,4,2,3,6,2,1,4,2,3,5,1,18,2,3,0,3,1,,1,1,,1,1,,,1,1,,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,1,,,1,,,,pool,team mates,swim,1,1,,,1,1,,1,,1,1,,1,,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,,,,1,,1,,1,40.7855072,-111.736702,-1
R_1j6RYdxnpBGTQUx,Default Response Set,Anonymous,,,155.97.95.187,0,11/9/2017 15:32,11/9/2017 15:49,1,Utah_206,1,1,1,3,1,2,1,1,1,1,4,4,1,4,1,4,2,3,2,3,4,2,2,3,2,2,3,1,3,1,2,4,1,1,1,3,1,1,2,3,5,4,4,4,2,4,1,1,1,1,1,1,1,1,1,5,4,4,5,4,4,2,5,3,3,4,3,5,3,3,1,4,1,6,1,3,6,2,5,4,6,3,3,5,1,2,7,5,2,4,2,2,4,1,4,2,1,2,2,2,3,1,3,2,7,1,2,1,5,2,4,2,5,6,2,2,2,3,3,5,1,20,2,2,0,0,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,hawaii,family,swim ,1,,,,,,,,1,,,,,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,1,1,,,1,40.7855072,-111.736702,-1
R_33D6MxaMGxgCM9o,Default Response Set,Anonymous,,,155.97.95.187,0,11/10/2017 9:02,11/10/2017 9:47,1,Utah_209,1,1,2,3,1,3,1,1,1,2,3,2,1,5,1,4,4,4,2,3,2,4,4,5,4,3,5,5,1,1,1,2,2,2,1,4,1,1,2,3,4,2,4,4,4,2,1,1,1,1,3,1,1,1,2,2,2,4,4,1,4,5,4,4,4,5,4,3,4,2,1,7,3,5,3,7,4,5,6,2,6,7,3,5,3,7,1,3,5,5,2,4,3,4,1,2,4,4,1,4,3,6,7,9,1,7,6,3,5,3,4,5,4,3,3,6,2,6,4,3,4,21,2,4,1,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,cancun,family or friends ,"do tours, visit beaches",,,1,,,,1,1,1,1,,,1,1,1,1,,1,1,1,,,,,1,1,,,,1,1,,1,1,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_3oMBJVz4mZzCR72,Default Response Set,Anonymous,,,155.97.95.187,0,11/10/2017 10:07,11/10/2017 10:23,1,Utah_208,1,1,6,5,1,2,1,1,2,2,3,3,1,3,1,4,3,4,2,5,3,2,1,2,4,3,4,4,5,5,5,5,5,4,4,2,1,1,1,4,5,3,1,4,1,3,3,3,4,4,4,4,1,4,4,4,2,5,4,4,4,3,3,3,2,2,5,4,5,6,5,1,6,1,6,6,4,2,3,6,2,7,2,6,2,6,5,6,5,7,4,2,2,1,1,1,2,2,2,1,1,1,1,1,9,2,2,1,4,5,1,3,6,3,5,1,6,1,3,5,1,20,1,3,0,0,1,1,,,,1,1,,,1,1,1,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,Idaho Falls at home,myself and my family whom live there,"Shoot, drive truck, relax and do whatever come to mind really",,,,,,,,1,,,,,1,,1,1,1,,1,1,,,,,,,,,,1,,,1,,,,1,1,,,1,40.7855072,-111.736702,-1
R_3NDQsh2xcp2p64Z,Default Response Set,Anonymous,,,155.97.95.187,0,11/10/2017 10:35,11/10/2017 11:43,1,Utah_210,1,1,3,2,1,2,1,1,1,1,3,2,1,3,1,4,4,4,3,3,4,3,3,4,2,2,3,4,4,2,2,1,1,1,1,3,1,1,3,2,4,1,4,2,1,4,4,1,1,2,1,2,1,1,2,2,2,3,3,2,4,5,5,5,5,4,2,5,3,2,2,5,2,6,3,4,5,4,6,4,6,2,5,7,6,5,6,6,4,4,2,4,4,3,4,4,4,4,4,2,2,1,2,1,8,4,2,1,4,2,3,4,4,4,4,5,2,6,3,2,3,18,2,3,0,0,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,1,my bed,myself,"sleep,eat,movies",,,,,,1,1,1,1,1,,,1,1,1,,1,1,1,,,,,,1,1,,,,,,,1,,,,1,1,1,,1,40.7855072,-111.736702,-1
R_2tzLMfXDHCypKo0,Default Response Set,Anonymous,,,155.97.94.70,0,11/10/2017 11:21,11/10/2017 12:44,1,Utah_212,1,1,4,4,1,2,1,1,1,1,3,3,1,4,1,4,5,4,4,2,5,4,5,5,1,4,1,1,4,2,2,1,1,2,2,4,1,1,1,1,4,1,2,4,1,1,5,1,1,1,1,1,1,2,2,1,1,1,4,2,4,2,5,1,1,4,1,5,1,3,5,7,1,5,1,2,7,1,7,2,1,3,1,5,2,3,7,5,2,5,6,3,5,5,4,5,1,4,4,6,2,2,4,9,1,2,2,1,3,2,3,3,1,1,5,6,1,5,3,5,2,18,1,3,0,0,1,,,1,,1,1,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,1,,,1,,,1,california,cousins,"beach, disneyland",1,,1,1,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,1,1,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_2yf9b8jw0lIPFXb,Default Response Set,Anonymous,,,155.97.94.70,0,11/10/2017 12:46,11/10/2017 13:04,1,Utah_211,1,1,3,3,1,4,2,1,1,2,4,4,1,3,1,5,3,5,3,5,2,4,2,2,3,4,4,3,4,5,5,4,4,4,4,1,1,1,4,4,4,4,2,4,1,4,3,1,4,4,2,2,1,3,5,4,2,4,3,4,3,4,4,3,3,3,6,6,3,6,4,3,2,2,5,2,3,2,1,6,6,6,5,6,2,7,3,2,3,7,5,3,4,3,4,2,3,4,3,1,1,1,5,6,4,5,3,2,5,5,1,1,5,3,2,2,5,6,2,5,2,18,2,3,0,2,1,,1,1,,1,1,,,1,,,1,,,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,,,,,1,,1,1,,,1,in the Uintah mountains ,my family and friends ,"fish, four-wheeler rides, snow mobile rides, camp",1,1,,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,40.7855072,-111.736702,-1
R_1EiYa098Iz281Zu,Default Response Set,Anonymous,,,155.97.95.187,0,11/10/2017 11:47,11/10/2017 13:49,1,Utah_213,1,1,2,5,1,5,2,1,2,3,1,3,1,3,1,5,2,4,3,1,3,4,3,3,3,3,4,3,3,4,5,3,3,4,3,1,1,1,1,4,5,4,4,1,2,2,2,1,1,2,2,3,1,3,4,4,2,5,5,3,3,4,3,1,1,2,4,4,4,5,4,4,4,2,5,5,4,4,4,5,2,4,4,7,4,6,5,6,1,6,2,1,1,1,3,1,1,1,1,4,2,2,5,5,5,4,10,2,4,4,1,4,5,4,2,3,3,3,2,4,1,18,1,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,The outdoors,Friends,Explore,,,,,1,,,,,1,,,1,,1,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,1,1,,,,40.7855072,-111.736702,-1
R_z9e3eV7hJjnCd21,Default Response Set,Anonymous,,,155.97.94.70,0,11/10/2017 13:37,11/10/2017 13:50,1,Utah_214,1,1,6,4,1,2,1,1,1,1,3,2,1,3,1,4,4,4,4,2,2,5,2,5,4,4,3,3,4,3,5,3,2,2,3,2,1,1,1,3,3,1,4,1,5,1,3,1,1,1,1,1,1,1,3,1,1,5,1,1,5,1,5,1,1,5,4,4,4,5,7,7,5,4,5,6,4,4,4,5,1,2,5,6,6,4,6,6,2,2,2,5,5,3,5,3,3,5,2,5,2,3,9,9,1,4,4,2,6,6,3,6,6,2,6,6,4,6,2,5,1,19,2,3,0,0,1,,,,,1,1,,,1,1,1,1,,,,,,,1,,1,,,,,,,1,,1,,1,1,,,,,,,1,,,1,1,,1,,,,1,My house,no one,whatever I want,1,,1,,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,1,,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_8G067Uwn7yEyaMp,Default Response Set,Anonymous,,,155.97.94.70,0,11/14/2017 15:37,11/14/2017 17:07,1,Utah_215,1,1,2,4,1,8,2,1,1,2,3,3,1,3,1,5,4,5,2,5,1,4,2,2,4,5,5,5,4,4,1,2,4,5,4,2,1,1,3,2,4,2,2,4,3,1,1,1,1,1,3,1,3,3,2,5,5,4,5,3,5,4,5,2,2,5,5,6,1,5,1,2,5,3,5,3,3,7,3,5,2,7,2,5,5,7,1,7,1,5,1,4,3,3,3,1,2,3,2,1,1,1,2,1,9,2,1,1,5,6,2,2,5,6,1,2,3,2,3,7,4,18,2,3,0,0,1,,,1,,1,,,,1,1,,,1,1,,,1,,,,,1,1,,1,,,,,,,1,,,1,,,,,,,1,,1,,1,,,1,,"Brisbane, Australia",friends and family,explore the city and catch up with friends,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,1,1,,1,1,,1,1,1,,,1,40.7855072,-111.736702,-1
R_2EEMk2gF3Tdx4lX,Default Response Set,Anonymous,,,155.97.94.70,0,11/16/2017 8:03,11/16/2017 10:33,1,Utah_217,1,1,2,3,1,3,2,1,2,1,3,3,1,4,1,5,4,5,3,3,1,3,3,3,3,3,5,5,3,3,1,4,1,4,1,3,1,1,1,3,5,1,5,2,1,1,3,1,5,1,2,1,2,1,5,5,4,1,4,5,5,5,5,4,4,4,4,2,1,4,1,3,1,3,3,2,1,2,3,5,2,7,6,7,4,7,2,7,6,6,2,1,2,1,2,1,1,2,1,2,1,1,7,1,9,1,1,1,6,5,1,2,3,2,2,2,3,4,2,5,3,20,2,4,0,0,1,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,The beach ,family ,lay in the sand ,,1,,,,1,1,1,1,1,,,1,,1,1,1,1,1,1,,,,,,,,,,1,1,,1,,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_2EbGJ6SSeS8s9zn,Default Response Set,Anonymous,,,155.97.95.187,0,11/16/2017 16:19,11/16/2017 17:24,1,Utah_219,1,1,3,2,1,2,1,1,1,2,3,1,1,3,1,5,2,5,1,5,2,1,1,5,3,3,3,3,5,5,5,5,5,5,2,1,1,1,1,4,5,1,1,1,2,2,4,1,1,5,2,5,1,5,4,4,2,4,5,3,3,2,2,2,1,4,5,1,6,7,7,3,7,1,7,1,4,1,1,7,1,3,7,7,7,7,6,5,2,6,3,2,1,1,2,1,1,3,2,2,1,1,9,9,1,4,2,1,6,6,1,1,6,5,2,3,6,2,3,3,2,20,1,3,0,0,1,,,1,,1,1,1,,,,,1,,,,,,,,,1,,,,,1,,1,,1,,1,,,,,1,,,,,1,,1,,,,,,1,The Cottonwood canyons,My close friends or by myself,"hike, hammock, read, or otherwise enjoy the scenery",1,1,,,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,,1,40.7855072,-111.736702,-1
R_1ly3UKMF2lDdCzM,Default Response Set,Anonymous,,,155.97.95.187,0,11/16/2017 17:46,11/16/2017 18:06,1,Utah_218,1,1,2,2,1,2,1,1,1,1,3,5,1,4,1,3,3,4,4,3,4,3,2,4,1,4,5,3,2,2,1,5,4,2,4,4,1,2,2,4,4,3,4,4,1,4,4,1,1,1,2,1,1,2,1,4,2,3,3,3,4,4,3,4,4,4,3,5,3,4,1,5,4,5,4,5,5,3,7,6,5,3,5,5,6,5,6,6,5,3,5,3,4,2,3,2,2,3,4,1,1,1,2,1,9,7,6,4,4,4,3,4,4,4,3,3,3,5,3,3,1,22,2,2,0,0,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,California,Family,visit family and hot spots ,1,,,,,,1,,,,,,1,,1,1,,,,,,,,,,,,,,1,,,1,,,,1,1,1,,,40.7855072,-111.736702,-1
R_1q4Ye8bfF4gd8Ir,Default Response Set,Anonymous,,,155.97.94.70,0,11/17/2017 11:35,11/17/2017 11:46,1,Utah_221,1,1,6,4,1,8,2,1,3,3,3,4,1,4,1,5,2,5,1,3,1,1,1,1,4,5,4,5,5,2,4,4,5,4,5,5,1,1,2,3,5,4,2,4,2,2,3,1,1,4,3,3,4,2,4,5,1,4,5,4,5,4,4,4,5,4,3,7,2,5,3,5,5,3,5,1,4,7,2,6,1,7,1,5,4,7,1,7,3,2,1,2,2,2,2,2,2,2,2,2,2,4,2,4,9,2,2,1,6,6,1,1,6,6,2,2,6,3,3,3,1,19,2,3,0,0,1,,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,,1,,,,1,,1,,1,1,1,in the mountains,friends,"hike, hammock, photograph",1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_0vLtiruCusVYbeh,Default Response Set,Anonymous,,,155.97.94.70,0,11/17/2017 12:29,11/17/2017 12:46,1,Utah_222,1,1,6,6,1,7,1,1,1,1,3,2,1,4,1,5,4,5,3,5,2,4,2,1,2,5,5,5,4,5,2,4,2,5,1,1,1,2,1,1,4,2,3,4,3,3,1,1,1,1,3,2,3,4,2,5,1,5,5,5,4,5,5,5,3,4,7,6,6,7,1,3,7,2,5,7,1,7,2,7,7,7,1,6,6,6,1,7,2,7,1,1,2,2,3,2,2,3,4,1,1,1,9,1,9,7,6,6,5,6,1,4,6,2,2,2,4,2,3,5,1,19,2,3,0,0,1,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,1,,,1,,,1,the mountains or the beach or my bed,friends or by my self,think and talk,1,,,,,,,,,,,1,1,,,1,1,1,,1,,,,,,,,,,1,,,1,,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_2Qo2IXxeib5RZ3Q,Default Response Set,Anonymous,,,155.97.95.187,0,11/17/2017 12:52,11/17/2017 13:14,1,Utah_223,1,1,3,3,1,3,2,1,1,2,3,2,1,3,1,4,4,4,3,3,4,4,3,4,1,2,1,3,2,2,2,3,3,2,3,3,1,1,1,5,5,4,1,1,1,3,2,1,1,2,3,3,1,2,5,4,1,2,3,3,3,3,4,2,5,5,4,4,2,2,3,5,4,4,4,6,4,5,4,3,3,2,6,6,6,6,6,1,3,2,2,3,2,3,3,4,3,4,4,1,4,3,9,4,4,7,2,1,4,4,3,4,4,1,4,3,3,4,3,5,1,26,1,3,0,0,1,,,1,,1,1,,,,,1,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,1,,,1,,,1,"Near Mirror lake, in the Uintas.","Typically alone, occasionally with a single friend or sibling.","Talk, relax, walk, take photographs, read, take LSD, camp, eat.",1,,,,1,1,,1,1,1,,,1,1,1,1,,,1,1,1,,1,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_z6mlgX2ECDkHWsp,Default Response Set,Anonymous,,,155.97.94.70,0,11/17/2017 13:29,11/17/2017 13:42,1,Utah_224,1,1,6,4,1,3,2,1,1,1,3,5,1,4,1,4,4,4,3,3,3,5,4,5,2,1,4,4,1,1,5,2,1,2,1,5,1,1,1,1,4,4,4,4,2,4,5,2,1,3,5,1,1,3,4,3,2,3,3,1,5,5,5,4,4,5,2,7,3,3,4,7,1,5,1,6,1,5,6,3,4,6,5,7,2,5,3,7,2,7,3,2,5,4,5,4,4,5,2,1,1,1,10,10,10,10,10,10,5,3,4,4,3,4,6,6,3,5,3,5,8,18,2,3,0,0,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,California,Friends,relax!,1,1,,,,1,,,,,,,1,,1,1,1,1,1,1,,,,,1,,,,,1,,,1,1,,1,,,1,1,1,40.7855072,-111.736702,-1
R_29mhJISAM1vghEb,Default Response Set,Anonymous,,,155.97.94.70,0,11/20/2017 8:04,11/20/2017 8:31,1,Utah_225,1,1,5,4,1,3,1,1,1,2,3,2,1,2,1,5,3,4,3,5,4,2,2,1,3,3,3,5,5,4,5,4,5,4,3,2,1,1,2,4,5,2,2,4,3,3,3,1,4,4,3,4,2,4,5,4,2,4,4,3,4,4,5,3,5,5,5,4,3,6,4,5,5,2,6,4,3,2,4,5,2,7,3,5,2,6,5,5,3,6,2,1,2,1,1,1,2,2,1,1,1,1,1,1,9,10,7,5,5,5,2,3,6,5,1,3,5,5,2,4,2,18,1,3,0,0,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,The pool,"Family, co-workers",Swim underwater for extended periods,,,1,,,1,1,1,,1,,,1,,1,1,,1,1,1,1,,,,1,1,1,,,1,1,1,1,1,1,,,1,1,1,1,40.7855072,-111.736702,-1
R_3sfuOnsJHjOn0gF,Default Response Set,Anonymous,,,155.97.94.79,0,11/20/2017 17:13,11/20/2017 17:46,1,Utah_228,1,1,5,3,1,3,1,1,1,1,5,5,1,4,1,4,4,3,3,3,5,3,4,1,1,2,1,1,3,2,3,3,2,2,2,2,1,1,1,3,4,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,2,3,3,1,4,4,5,1,1,5,1,7,5,5,1,3,2,2,4,3,5,6,5,2,5,2,1,6,1,5,6,6,6,6,2,3,3,1,2,1,2,5,3,1,2,1,1,3,5,3,3,2,5,2,3,5,2,2,2,2,2,5,3,6,1,19,1,1,0,0,1,,,,,1,,,,1,,,,1,,,,,,,,,1,,,,,,1,,1,,1,,,,,,,1,,,,1,1,,1,1,,,,Washington,Myself,Spend time with my mom and brother,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,40.7855072,-111.736702,-1
R_33wYHsFb1jSyxd6,Default Response Set,Anonymous,,,155.97.95.187,0,11/20/2017 17:53,11/20/2017 18:18,1,Utah_227,1,1,3,7,1,8,2,1,1,2,3,2,1,3,1,5,3,5,3,4,3,3,1,2,2,5,5,4,5,4,5,4,5,3,4,3,1,1,1,2,5,1,1,1,5,2,1,1,1,4,4,3,2,3,4,4,3,5,5,4,4,4,5,4,5,5,6,2,2,6,4,3,7,2,7,5,2,4,4,5,3,6,4,5,3,7,5,6,5,5,3,2,2,1,2,2,1,2,3,1,1,1,1,1,9,1,1,1,6,5,1,4,6,5,3,2,5,4,5,4,5,30,2,3,0,0,1,,,1,,1,1,,,1,,1,1,1,,,,,,,1,1,,,,1,1,1,1,,1,1,1,,,1,,1,1,,,,,1,1,,,,,,1,"Anywhere with family or friends.  (at their homes, dinner or trying out new activities.  I also like to spend time outdoors)",Boyfriend or my sister or my closer friends,"Explore, talk, play games, laugh, try new foods",1,1,,1,,1,,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,,1,40.7855072,-111.736702,-1
R_3edVzenenKUhbFk,Default Response Set,Anonymous,,,155.97.94.70,0,11/20/2017 18:03,11/20/2017 18:30,1,Utah_226,1,1,4,4,1,4,1,1,1,1,3,2,1,2,1,4,3,4,3,4,4,2,1,1,1,5,1,2,5,4,5,3,5,5,5,1,1,1,1,4,5,2,4,4,2,5,4,1,1,4,4,3,4,3,1,5,3,5,5,5,3,3,5,1,1,5,4,5,3,7,3,2,3,2,5,5,4,2,5,7,1,5,2,6,5,7,6,7,1,7,1,1,2,1,2,1,1,1,3,1,1,1,1,1,9,1,1,1,6,6,2,1,6,5,1,1,5,3,4,5,5,27,1,3,3,3,1,,,1,,1,1,,,1,1,1,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,,,,,,1,,,1,,,1,In the mountains,"Myself, my wife, family, or friends","Explore, hike around, enjoy the scenery",1,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,40.7855072,-111.736702,-1
R_10ZRB2T97G1UvjQ,Default Response Set,Anonymous,,,155.97.94.70,0,11/21/2017 7:41,11/21/2017 7:58,1,Utah_229,1,1,2,4,1,4,1,1,2,1,3,2,1,4,1,4,4,5,1,5,5,1,2,2,1,4,4,4,5,5,5,4,4,5,4,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,5,3,1,3,4,4,4,2,4,4,4,2,3,4,4,4,6,6,4,7,5,1,1,1,4,1,2,2,2,6,2,6,5,6,2,6,2,5,2,6,2,1,1,1,1,1,1,1,1,5,2,2,9,2,2,9,7,2,6,5,1,1,6,6,1,1,5,1,3,4,4,19,2,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,My living room couch with my friends,my friends,"watch tv, talk, listen to music, do homework, etc. ",1,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,,1,,,1,1,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_33pQiDjj72L9Vx7,Default Response Set,Anonymous,,,155.97.95.187,0,11/21/2017 7:55,11/21/2017 8:09,1,Utah_230,1,1,5,4,1,3,2,1,1,2,3,2,1,3,1,5,4,4,2,4,2,3,3,1,4,4,5,5,4,3,4,3,2,2,4,4,1,1,1,5,5,3,2,1,1,1,2,2,1,2,1,2,1,2,1,5,1,2,3,3,4,4,4,4,4,3,3,7,3,4,1,5,1,2,3,2,3,5,5,4,3,7,1,6,2,7,3,6,3,5,1,1,4,1,1,1,1,3,3,4,3,4,8,4,5,7,7,5,3,5,1,1,6,2,1,1,1,4,2,3,2,19,2,3,0,0,1,,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,1,,1,,,,,Outside,Friends,Talk/exercise,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_3dWGOJT4zdx1yLk,Default Response Set,Anonymous,,,155.97.94.70,0,11/21/2017 10:04,11/21/2017 10:31,1,Utah_231,1,1,4,4,1,2,1,1,1,1,3,2,1,3,1,5,4,3,3,3,3,3,2,3,2,2,4,4,3,3,4,3,2,3,2,2,1,1,1,2,5,2,1,1,2,2,1,5,1,3,5,2,2,4,3,4,1,2,4,3,4,4,4,2,2,4,5,3,4,4,5,5,3,3,4,5,4,1,4,4,5,5,3,5,2,6,4,6,3,5,6,3,3,3,3,3,3,3,3,2,2,1,5,1,7,2,1,1,4,4,3,3,4,2,4,5,3,4,2,2,1,19,2,1,0,0,1,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,1,,1,,,,,California ,alone,visit my boyfriend,1,1,1,,1,1,1,1,1,1,,,1,,1,1,,,1,1,,,,,,,,,,1,,1,1,1,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_31NKrmEmPByHdd5,Default Response Set,Anonymous,,,155.97.94.70,0,11/21/2017 17:38,11/21/2017 18:03,1,Utah_232,1,1,3,4,1,4,2,1,2,3,2,2,1,5,1,5,4,5,4,5,2,3,2,4,2,5,4,3,5,4,5,4,4,4,3,2,1,1,2,5,5,5,3,4,1,3,2,2,1,1,2,2,1,4,2,5,4,5,4,4,4,5,4,4,4,4,5,6,4,5,2,3,6,3,6,3,4,2,4,5,1,6,3,6,3,6,5,6,3,6,2,2,3,2,4,2,4,3,3,1,1,1,5,6,5,5,3,2,5,4,2,2,6,4,3,4,5,3,2,5,1,18,1,3,0,0,1,,,1,,1,1,,,1,,1,1,1,,1,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,,1,,,1,"Locally Big Cottonwood Canyon (skiing, mtn. biking) My favorite traveling (California, Hawaii, London)",Family and Friends,"Explore, ski, mountain bike, hike, visit landmarks",1,1,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,1,40.7855072,-111.736702,-1
